super_opeid,name,type,tier,iclevel,state,parq,share,kq5_cond_parq
202,San Diego Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,5,.22566,.2879768
1151,San Diego State University,Public,Selective public,Four-year,CA,1,.089785799,.4078413
1151,San Diego State University,Public,Selective public,Four-year,CA,2,.10926597,.38274664
1151,San Diego State University,Public,Selective public,Four-year,CA,3,.15167639,.43613136
1151,San Diego State University,Public,Selective public,Four-year,CA,4,.20909008,.44556743
1151,San Diego State University,Public,Selective public,Four-year,CA,5,.44018167,.48000154
18,San Francisco Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,1,.18398702,.19634426
18,San Francisco Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,2,.24304357,.23482811
18,San Francisco Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,3,.21617492,.23175049
18,San Francisco Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,4,.19432604,.24957749
18,San Francisco Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,5,.16246846,.26792547
1154,San Francisco State University,Public,Selective public,Four-year,CA,1,.1007141,.34707272
1154,San Francisco State University,Public,Selective public,Four-year,CA,2,.1448714,.32789069
1154,San Francisco State University,Public,Selective public,Four-year,CA,3,.17714226,.36151549
1154,San Francisco State University,Public,Selective public,Four-year,CA,4,.21853304,.39234334
1154,San Francisco State University,Public,Selective public,Four-year,CA,5,.35873926,.40774637
3609,San Jacinto Community College District,Public,Two-year (public and private not-for-profit),Two-year,TX,1,.1248451,.21093433
3609,San Jacinto Community College District,Public,Two-year (public and private not-for-profit),Two-year,TX,2,.18032841,.22355287
3609,San Jacinto Community College District,Public,Two-year (public and private not-for-profit),Two-year,TX,3,.21235862,.2729376
3609,San Jacinto Community College District,Public,Two-year (public and private not-for-profit),Two-year,TX,4,.25333419,.27031222
3609,San Jacinto Community College District,Public,Two-year (public and private not-for-profit),Two-year,TX,5,.22913367,.32736889
1280,San Joaquin Delta College,Public,Two-year (public and private not-for-profit),Two-year,CA,1,.15996876,.14093438
1280,San Joaquin Delta College,Public,Two-year (public and private not-for-profit),Two-year,CA,2,.18354785,.1558197
1280,San Joaquin Delta College,Public,Two-year (public and private not-for-profit),Two-year,CA,3,.20340584,.1965543
1280,San Joaquin Delta College,Public,Two-year (public and private not-for-profit),Two-year,CA,4,.25154817,.23661041
1280,San Joaquin Delta College,Public,Two-year (public and private not-for-profit),Two-year,CA,5,.20152938,.28063387
21207,San Joaquin Valley College,Private For-profit,Two-year for-profit,Two-year,CA,1,.34789121,.079249777
21207,San Joaquin Valley College,Private For-profit,Two-year for-profit,Two-year,CA,2,.28226784,.10790863
21207,San Joaquin Valley College,Private For-profit,Two-year for-profit,Two-year,CA,3,.21368167,.095320709
21207,San Joaquin Valley College,Private For-profit,Two-year for-profit,Two-year,CA,4,.11293032,.13730617
21207,San Joaquin Valley College,Private For-profit,Two-year for-profit,Two-year,CA,5,.043228984,.25448677
1155,San Jose State University,Public,Selective public,Four-year,CA,1,.11658612,.46557117
1155,San Jose State University,Public,Selective public,Four-year,CA,2,.12621865,.4784129
1155,San Jose State University,Public,Selective public,Four-year,CA,3,.15779966,.49255133
1155,San Jose State University,Public,Selective public,Four-year,CA,4,.21232422,.53484195
1155,San Jose State University,Public,Selective public,Four-year,CA,5,.38707143,.52572626
28,San Jose-Evergreen Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,1,.15518422,.19276038
28,San Jose-Evergreen Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,2,.17778739,.17707667
28,San Jose-Evergreen Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,3,.20278914,.23031123
28,San Jose-Evergreen Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,4,.22190222,.26351303
28,San Jose-Evergreen Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,5,.24233702,.24960732
2660,San Juan College,Public,Two-year (public and private not-for-profit),Two-year,NM,1,.18032533,.14905502
2660,San Juan College,Public,Two-year (public and private not-for-profit),Two-year,NM,2,.20008698,.17623571
2660,San Juan College,Public,Two-year (public and private not-for-profit),Two-year,NM,3,.24439061,.20986089
2660,San Juan College,Public,Two-year (public and private not-for-profit),Two-year,NM,4,.25337362,.22566266
2660,San Juan College,Public,Two-year (public and private not-for-profit),Two-year,NM,5,.12182346,.28238136
16,San Mateo County Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,1,.10543723,.24438569
16,San Mateo County Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,2,.1583983,.24073933
16,San Mateo County Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,3,.21142316,.28858316
16,San Mateo County Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,4,.23572679,.33854693
16,San Mateo County Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,5,.28901449,.36696389
2961,Sandhills Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,1,.20092472,.040103864
2961,Sandhills Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,2,.24321117,.057844006
2961,Sandhills Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,3,.21929599,.099914171
2961,Sandhills Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,4,.22325188,.14247227
2961,Sandhills Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,5,.11331625,.20227325
7481,"Sanford-Brown College of Boston, MA",Private For-profit,Two-year for-profit,Two-year,MA,1,.24289311,.062879995
7481,"Sanford-Brown College of Boston, MA",Private For-profit,Two-year for-profit,Two-year,MA,2,.2789886,.11449847
7481,"Sanford-Brown College of Boston, MA",Private For-profit,Two-year for-profit,Two-year,MA,3,.20159847,.10757197
7481,"Sanford-Brown College of Boston, MA",Private For-profit,Two-year for-profit,Two-year,MA,4,.17242835,.18830651
7481,"Sanford-Brown College of Boston, MA",Private For-profit,Two-year for-profit,Two-year,MA,5,.10409153,.1321118
12877,"Sanford-Brown College of Farmington, CT",Private For-profit,Two-year for-profit,Two-year,CT,1,.23352009,.10403577
12877,"Sanford-Brown College of Farmington, CT",Private For-profit,Two-year for-profit,Two-year,CT,2,.22412261,.1176536
12877,"Sanford-Brown College of Farmington, CT",Private For-profit,Two-year for-profit,Two-year,CT,3,.22558752,.14734347
12877,"Sanford-Brown College of Farmington, CT",Private For-profit,Two-year for-profit,Two-year,CT,4,.18515059,.1223556
12877,"Sanford-Brown College of Farmington, CT",Private For-profit,Two-year for-profit,Two-year,CT,5,.13161911,.21171145
22052,"Sanford-Brown College of Fenton, MO",Private For-profit,Four-year for-profit,Four-year,MO,1,.21916224,.024920627
22052,"Sanford-Brown College of Fenton, MO",Private For-profit,Four-year for-profit,Four-year,MO,2,.24822584,.072649337
22052,"Sanford-Brown College of Fenton, MO",Private For-profit,Four-year for-profit,Four-year,MO,3,.22995627,.068385445
22052,"Sanford-Brown College of Fenton, MO",Private For-profit,Four-year for-profit,Four-year,MO,4,.22638203,.11509856
22052,"Sanford-Brown College of Fenton, MO",Private For-profit,Four-year for-profit,Four-year,MO,5,.076273724,.15936822
9420,"Sanford-Brown College of McLean, VA",Private For-profit,Four-year for-profit,Four-year,VA,1,.23964211,.06483572
9420,"Sanford-Brown College of McLean, VA",Private For-profit,Four-year for-profit,Four-year,VA,2,.27218392,.11288891
9420,"Sanford-Brown College of McLean, VA",Private For-profit,Four-year for-profit,Four-year,VA,3,.2555452,.15745682
9420,"Sanford-Brown College of McLean, VA",Private For-profit,Four-year for-profit,Four-year,VA,4,.15799092,.10568248
9420,"Sanford-Brown College of McLean, VA",Private For-profit,Four-year for-profit,Four-year,VA,5,.074637823,.29686171
9,Santa Barbara Business College,Private For-profit,Four-year for-profit,Four-year,CA,1,.30501655,.017273013
9,Santa Barbara Business College,Private For-profit,Four-year for-profit,Four-year,CA,2,.30998933,.10584462
9,Santa Barbara Business College,Private For-profit,Four-year for-profit,Four-year,CA,3,.16888815,.070772707
9,Santa Barbara Business College,Private For-profit,Four-year for-profit,Four-year,CA,4,.1552013,.20288865
9,Santa Barbara Business College,Private For-profit,Four-year for-profit,Four-year,CA,5,.060904704,.080636673
1285,Santa Barbara City College,Public,Two-year (public and private not-for-profit),Two-year,CA,1,.096530758,.18642537
1285,Santa Barbara City College,Public,Two-year (public and private not-for-profit),Two-year,CA,2,.15605317,.17744233
1285,Santa Barbara City College,Public,Two-year (public and private not-for-profit),Two-year,CA,3,.17129365,.24851853
1285,Santa Barbara City College,Public,Two-year (public and private not-for-profit),Two-year,CA,4,.20680118,.25698134
1285,Santa Barbara City College,Public,Two-year (public and private not-for-profit),Two-year,CA,5,.36932123,.29332244
1326,Santa Clara University,Private Non-profit,Highly selective private,Four-year,CA,1,.036217712,.62036002
1326,Santa Clara University,Private Non-profit,Highly selective private,Four-year,CA,2,.060836144,.55196863
1326,Santa Clara University,Private Non-profit,Highly selective private,Four-year,CA,3,.1054597,.59525132
1326,Santa Clara University,Private Non-profit,Highly selective private,Four-year,CA,4,.14669478,.61719924
1326,Santa Clara University,Private Non-profit,Highly selective private,Four-year,CA,5,.65079165,.64754248
1519,Santa Fe College,Public,Nonselective four-year public,Four-year,FL,1,.14824373,.12219153
1519,Santa Fe College,Public,Nonselective four-year public,Four-year,FL,2,.18978602,.13770889
1519,Santa Fe College,Public,Nonselective four-year public,Four-year,FL,3,.21331534,.17539981
1519,Santa Fe College,Public,Nonselective four-year public,Four-year,FL,4,.22181445,.21521783
1519,Santa Fe College,Public,Nonselective four-year public,Four-year,FL,5,.22684047,.24237496
22781,Santa Fe Community College,Public,Two-year (public and private not-for-profit),Two-year,NM,1,.19810991,.0885344
22781,Santa Fe Community College,Public,Two-year (public and private not-for-profit),Two-year,NM,2,.21281588,.076321691
22781,Santa Fe Community College,Public,Two-year (public and private not-for-profit),Two-year,NM,3,.22539678,.12612341
22781,Santa Fe Community College,Public,Two-year (public and private not-for-profit),Two-year,NM,4,.227421,.096715525
22781,Santa Fe Community College,Public,Two-year (public and private not-for-profit),Two-year,NM,5,.13625644,.17690624
2649,Santa Fe University Of Art And Design,Private For-profit,Four-year for-profit,Four-year,NM,1,.091675349,.013542726
2649,Santa Fe University Of Art And Design,Private For-profit,Four-year for-profit,Four-year,NM,2,.15718567,.21077117
2649,Santa Fe University Of Art And Design,Private For-profit,Four-year for-profit,Four-year,NM,3,.1514805,.25779456
2649,Santa Fe University Of Art And Design,Private For-profit,Four-year for-profit,Four-year,NM,4,.19997272,.14200389
2649,Santa Fe University Of Art And Design,Private For-profit,Four-year for-profit,Four-year,NM,5,.3996858,.18749626
1286,Santa Monica College,Public,Two-year (public and private not-for-profit),Two-year,CA,1,.22690758,.19325553
1286,Santa Monica College,Public,Two-year (public and private not-for-profit),Two-year,CA,2,.22574972,.19276112
1286,Santa Monica College,Public,Two-year (public and private not-for-profit),Two-year,CA,3,.19302291,.21406378
1286,Santa Monica College,Public,Two-year (public and private not-for-profit),Two-year,CA,4,.14217076,.2422841
1286,Santa Monica College,Public,Two-year (public and private not-for-profit),Two-year,CA,5,.21214904,.26073229
1287,Santa Rosa Junior College,Public,Two-year (public and private not-for-profit),Two-year,CA,1,.090323903,.19335486
1287,Santa Rosa Junior College,Public,Two-year (public and private not-for-profit),Two-year,CA,2,.14869703,.20205007
1287,Santa Rosa Junior College,Public,Two-year (public and private not-for-profit),Two-year,CA,3,.20789608,.21558093
1287,Santa Rosa Junior College,Public,Two-year (public and private not-for-profit),Two-year,CA,4,.26697722,.2350774
1287,Santa Rosa Junior College,Public,Two-year (public and private not-for-profit),Two-year,CA,5,.28610581,.28554913
2813,Sarah Lawrence College,Private Non-profit,Highly selective private,Four-year,NY,1,.035303123,.34470642
2813,Sarah Lawrence College,Private Non-profit,Highly selective private,Four-year,NY,2,.050173916,.20741317
2813,Sarah Lawrence College,Private Non-profit,Highly selective private,Four-year,NY,3,.099445447,.25692999
2813,Sarah Lawrence College,Private Non-profit,Highly selective private,Four-year,NY,4,.17106196,.25090513
2813,Sarah Lawrence College,Private Non-profit,Highly selective private,Four-year,NY,5,.64401555,.26087648
1752,Sauk Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,1,.13832948,.10245644
1752,Sauk Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,2,.16643701,.10316073
1752,Sauk Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,3,.28591514,.15063347
1752,Sauk Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,4,.28586039,.18601362
1752,Sauk Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,5,.12345802,.2497914
21415,Savannah College Of Art And Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,GA,1,.052151956,.18872763
21415,Savannah College Of Art And Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,GA,2,.07854642,.18918209
21415,Savannah College Of Art And Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,GA,3,.13571037,.19354326
21415,Savannah College Of Art And Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,GA,4,.21313459,.24918835
21415,Savannah College Of Art And Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,GA,5,.52045667,.27851981
1590,Savannah State University,Public,Selective public,Four-year,GA,1,.24721366,.16327092
1590,Savannah State University,Public,Selective public,Four-year,GA,2,.26041442,.15099551
1590,Savannah State University,Public,Selective public,Four-year,GA,3,.20353419,.13859636
1590,Savannah State University,Public,Selective public,Four-year,GA,4,.19064629,.1683788
1590,Savannah State University,Public,Selective public,Four-year,GA,5,.098191321,.20577657
5618,Savannah Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,1,.27108842,.060353436
5618,Savannah Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,2,.24465691,.064990185
5618,Savannah Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,3,.20053387,.070105307
5618,Savannah Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,4,.18833667,.19183908
5618,Savannah Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,5,.095384195,.18409227
6785,Schenectady County Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,1,.1390253,.0725777
6785,Schenectady County Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,2,.18435787,.1241522
6785,Schenectady County Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,3,.21699199,.16384016
6785,Schenectady County Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,4,.27699009,.18181551
6785,Schenectady County Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,5,.18263468,.2239825
31090,School Of Communication Arts Of North Carolina,Private For-profit,Four-year for-profit,Four-year,NC,1,.18263528,.049578533
31090,School Of Communication Arts Of North Carolina,Private For-profit,Four-year for-profit,Four-year,NC,2,.17242086,.0083217425
31090,School Of Communication Arts Of North Carolina,Private For-profit,Four-year for-profit,Four-year,NC,3,.20165102,.015613424
31090,School Of Communication Arts Of North Carolina,Private For-profit,Four-year for-profit,Four-year,NC,4,.21432057,.33336347
31090,School Of Communication Arts Of North Carolina,Private For-profit,Four-year for-profit,Four-year,NC,5,.22897224,.10267607
1753,School Of The Art Institute Of Chicago,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,IL,1,.073941454,.26902989
1753,School Of The Art Institute Of Chicago,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,IL,2,.10653296,.24383174
1753,School Of The Art Institute Of Chicago,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,IL,3,.14101431,.1638041
1753,School Of The Art Institute Of Chicago,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,IL,4,.20979396,.22793965
1753,School Of The Art Institute Of Chicago,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,IL,5,.46871728,.19100861
4667,School Of The Museum Of Fine Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,MA,1,.085252352,.15920615
4667,School Of The Museum Of Fine Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,MA,2,.075724199,.16362062
4667,School Of The Museum Of Fine Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,MA,3,.13138539,.16010693
4667,School Of The Museum Of Fine Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,MA,4,.23377272,.10934591
4667,School Of The Museum Of Fine Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,MA,5,.4738653,.21329455
7468,School Of Visual Arts,Private For-profit,Four-year for-profit,Four-year,NY,1,.083341986,.31857845
7468,School Of Visual Arts,Private For-profit,Four-year for-profit,Four-year,NY,2,.13603675,.32344791
7468,School Of Visual Arts,Private For-profit,Four-year for-profit,Four-year,NY,3,.1538648,.29232249
7468,School Of Visual Arts,Private For-profit,Four-year for-profit,Four-year,NY,4,.19692406,.35219908
7468,School Of Visual Arts,Private For-profit,Four-year for-profit,Four-year,NY,5,.42983234,.32102281
2315,Schoolcraft College,Public,Two-year (public and private not-for-profit),Two-year,MI,1,.052830324,.12723029
2315,Schoolcraft College,Public,Two-year (public and private not-for-profit),Two-year,MI,2,.096288234,.16989151
2315,Schoolcraft College,Public,Two-year (public and private not-for-profit),Two-year,MI,3,.15685356,.19965166
2315,Schoolcraft College,Public,Two-year (public and private not-for-profit),Two-year,MI,4,.30856308,.20568359
2315,Schoolcraft College,Public,Two-year (public and private not-for-profit),Two-year,MI,5,.38546476,.23481946
3610,Schreiner University,Private Non-profit,Selective private,Four-year,TX,1,.099125564,.083701096
3610,Schreiner University,Private Non-profit,Selective private,Four-year,TX,2,.16247244,.18692544
3610,Schreiner University,Private Non-profit,Selective private,Four-year,TX,3,.20604259,.29027149
3610,Schreiner University,Private Non-profit,Selective private,Four-year,TX,4,.24630252,.27197966
3610,Schreiner University,Private Non-profit,Selective private,Four-year,TX,5,.28605685,.36361977
1174,Scripps College,Private Non-profit,Other elite schools (public and private),Four-year,CA,1,.051244065,.49148786
1174,Scripps College,Private Non-profit,Other elite schools (public and private),Four-year,CA,2,.073634446,.28425789
1174,Scripps College,Private Non-profit,Other elite schools (public and private),Four-year,CA,3,.13667499,.35960686
1174,Scripps College,Private Non-profit,Other elite schools (public and private),Four-year,CA,4,.17385992,.45616645
1174,Scripps College,Private Non-profit,Other elite schools (public and private),Four-year,CA,5,.56458664,.39918542
3787,Seattle Central Community College,Public,Nonselective four-year public,Four-year,WA,1,.14780179,.13383135
3787,Seattle Central Community College,Public,Nonselective four-year public,Four-year,WA,2,.170224,.16288303
3787,Seattle Central Community College,Public,Nonselective four-year public,Four-year,WA,3,.20007192,.17666106
3787,Seattle Central Community College,Public,Nonselective four-year public,Four-year,WA,4,.22274287,.16120169
3787,Seattle Central Community College,Public,Nonselective four-year public,Four-year,WA,5,.25915936,.19079189
3788,Seattle Pacific University,Private Non-profit,Selective private,Four-year,WA,1,.044609308,.30207223
3788,Seattle Pacific University,Private Non-profit,Selective private,Four-year,WA,2,.083040304,.30182979
3788,Seattle Pacific University,Private Non-profit,Selective private,Four-year,WA,3,.15851249,.25712007
3788,Seattle Pacific University,Private Non-profit,Selective private,Four-year,WA,4,.2615037,.33658484
3788,Seattle Pacific University,Private Non-profit,Selective private,Four-year,WA,5,.4523342,.35264143
3790,Seattle University,Private Non-profit,Selective private,Four-year,WA,1,.047202915,.40272155
3790,Seattle University,Private Non-profit,Selective private,Four-year,WA,2,.091188975,.53046083
3790,Seattle University,Private Non-profit,Selective private,Four-year,WA,3,.15314555,.5312438
3790,Seattle University,Private Non-profit,Selective private,Four-year,WA,4,.23598844,.45047894
3790,Seattle University,Private Non-profit,Selective private,Four-year,WA,5,.47247419,.5292902
3178,Seminole State College,Public,Two-year (public and private not-for-profit),Two-year,OK,1,.21860142,.072584502
3178,Seminole State College,Public,Two-year (public and private not-for-profit),Two-year,OK,2,.23169574,.11001055
3178,Seminole State College,Public,Two-year (public and private not-for-profit),Two-year,OK,3,.27879855,.14996842
3178,Seminole State College,Public,Two-year (public and private not-for-profit),Two-year,OK,4,.19401595,.15706991
3178,Seminole State College,Public,Two-year (public and private not-for-profit),Two-year,OK,5,.076888308,.25979027
1520,Seminole State College Of Florida,Public,Nonselective four-year public,Four-year,FL,1,.15335971,.12477012
1520,Seminole State College Of Florida,Public,Nonselective four-year public,Four-year,FL,2,.19667318,.11603045
1520,Seminole State College Of Florida,Public,Nonselective four-year public,Four-year,FL,3,.22516671,.16501701
1520,Seminole State College Of Florida,Public,Nonselective four-year public,Four-year,FL,4,.23356208,.19212657
1520,Seminole State College Of Florida,Public,Nonselective four-year public,Four-year,FL,5,.19123837,.19828847
2632,Seton Hall University,Private Non-profit,Selective private,Four-year,NJ,1,.075406462,.42224035
2632,Seton Hall University,Private Non-profit,Selective private,Four-year,NJ,2,.12206414,.44742787
2632,Seton Hall University,Private Non-profit,Selective private,Four-year,NJ,3,.15203407,.48218176
2632,Seton Hall University,Private Non-profit,Selective private,Four-year,NJ,4,.21433206,.54201049
2632,Seton Hall University,Private Non-profit,Selective private,Four-year,NJ,5,.43616331,.55677211
3362,Seton Hill University,Private Non-profit,Selective private,Four-year,PA,1,.075513139,.17268063
3362,Seton Hill University,Private Non-profit,Selective private,Four-year,PA,2,.18114217,.14827032
3362,Seton Hill University,Private Non-profit,Selective private,Four-year,PA,3,.31887347,.12551422
3362,Seton Hill University,Private Non-profit,Selective private,Four-year,PA,4,.26143762,.24733676
3362,Seton Hill University,Private Non-profit,Selective private,Four-year,PA,5,.1630336,.20585865
8228,Seward County Community College/Area Technical School,Public,Two-year (public and private not-for-profit),Two-year,KS,1,.11904278,.17706802
8228,Seward County Community College/Area Technical School,Public,Two-year (public and private not-for-profit),Two-year,KS,2,.21122092,.15502866
8228,Seward County Community College/Area Technical School,Public,Two-year (public and private not-for-profit),Two-year,KS,3,.29759547,.18018365
8228,Seward County Community College/Area Technical School,Public,Two-year (public and private not-for-profit),Two-year,KS,4,.25959551,.23137334
8228,Seward County Community College/Area Technical School,Public,Two-year (public and private not-for-profit),Two-year,KS,5,.11254542,.24956614
2962,Shaw University,Private Non-profit,Selective private,Four-year,NC,1,.30330682,.094543867
2962,Shaw University,Private Non-profit,Selective private,Four-year,NC,2,.31590921,.079904728
2962,Shaw University,Private Non-profit,Selective private,Four-year,NC,3,.17010331,.11688473
2962,Shaw University,Private Non-profit,Selective private,Four-year,NC,4,.14589144,.16050522
2962,Shaw University,Private Non-profit,Selective private,Four-year,NC,5,.064789258,.093477368
7693,Shawnee Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,1,.24266954,.053107914
7693,Shawnee Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,2,.23525943,.10742033
7693,Shawnee Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,3,.26272818,.14529283
7693,Shawnee Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,4,.20261504,.14022534
7693,Shawnee Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,5,.056727827,.25526959
9942,Shawnee State University,Public,Selective public,Four-year,OH,1,.15181823,.11018017
9942,Shawnee State University,Public,Selective public,Four-year,OH,2,.1945751,.19038343
9942,Shawnee State University,Public,Selective public,Four-year,OH,3,.27887648,.18328702
9942,Shawnee State University,Public,Selective public,Four-year,OH,4,.26703417,.23539715
9942,Shawnee State University,Public,Selective public,Four-year,OH,5,.10769594,.24190868
5691,Shelton State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,1,.21626379,.08158803
5691,Shelton State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,2,.18667142,.11638808
5691,Shelton State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,3,.18729986,.12984425
5691,Shelton State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,4,.23605394,.20251688
5691,Shelton State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,5,.17371094,.22662215
3737,Shenandoah University,Private Non-profit,Selective private,Four-year,VA,1,.048073951,.2286817
3737,Shenandoah University,Private Non-profit,Selective private,Four-year,VA,2,.092499942,.28970256
3737,Shenandoah University,Private Non-profit,Selective private,Four-year,VA,3,.19146125,.27237365
3737,Shenandoah University,Private Non-profit,Selective private,Four-year,VA,4,.24771276,.3501091
3737,Shenandoah University,Private Non-profit,Selective private,Four-year,VA,5,.42025211,.31723559
3822,Shepherd University,Public,Selective public,Four-year,WV,1,.073102482,.15099537
3822,Shepherd University,Public,Selective public,Four-year,WV,2,.12917706,.18572924
3822,Shepherd University,Public,Selective public,Four-year,WV,3,.2235205,.22530594
3822,Shepherd University,Public,Selective public,Four-year,WV,4,.28744709,.23533165
3822,Shepherd University,Public,Selective public,Four-year,WV,5,.28675282,.32332268
9902,Sheridan Technical Center,Public,Two-year (public and private not-for-profit),Two-year,FL,1,.23722722,.072858736
9902,Sheridan Technical Center,Public,Two-year (public and private not-for-profit),Two-year,FL,2,.24390388,.088147365
9902,Sheridan Technical Center,Public,Two-year (public and private not-for-profit),Two-year,FL,3,.19876328,.11410511
9902,Sheridan Technical Center,Public,Two-year (public and private not-for-profit),Two-year,FL,4,.18550584,.14867103
9902,Sheridan Technical Center,Public,Two-year (public and private not-for-profit),Two-year,FL,5,.13459983,.20276628
3326,Shippensburg University Of Pennsylvania,Public,Selective public,Four-year,PA,1,.043899104,.31418082
3326,Shippensburg University Of Pennsylvania,Public,Selective public,Four-year,PA,2,.10140623,.2872096
3326,Shippensburg University Of Pennsylvania,Public,Selective public,Four-year,PA,3,.18442808,.33004785
3326,Shippensburg University Of Pennsylvania,Public,Selective public,Four-year,PA,4,.3108418,.36252531
3326,Shippensburg University Of Pennsylvania,Public,Selective public,Four-year,PA,5,.35942483,.42785794
3791,Shoreline Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,1,.078433298,.19751665
3791,Shoreline Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,2,.13297522,.19459096
3791,Shoreline Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,3,.19883385,.21492767
3791,Shoreline Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,4,.29890504,.22234713
3791,Shoreline Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,5,.29085249,.27853289
1591,Shorter University,Private Non-profit,Selective private,Four-year,GA,1,.069336995,.20565112
1591,Shorter University,Private Non-profit,Selective private,Four-year,GA,2,.14585429,.13893244
1591,Shorter University,Private Non-profit,Selective private,Four-year,GA,3,.19308044,.24190752
1591,Shorter University,Private Non-profit,Selective private,Four-year,GA,4,.33254686,.21181984
1591,Shorter University,Private Non-profit,Selective private,Four-year,GA,5,.25918147,.19156328
2816,Siena College,Private Non-profit,Selective private,Four-year,NY,1,.037499938,.35478166
2816,Siena College,Private Non-profit,Selective private,Four-year,NY,2,.074642636,.51122361
2816,Siena College,Private Non-profit,Selective private,Four-year,NY,3,.12717804,.50081021
2816,Siena College,Private Non-profit,Selective private,Four-year,NY,4,.22562897,.5496645
2816,Siena College,Private Non-profit,Selective private,Four-year,NY,5,.53505045,.60541433
2316,Siena Heights University,Private Non-profit,Selective private,Four-year,MI,1,.063089222,.12884818
2316,Siena Heights University,Private Non-profit,Selective private,Four-year,MI,2,.10867379,.19854842
2316,Siena Heights University,Private Non-profit,Selective private,Four-year,MI,3,.19702487,.26989695
2316,Siena Heights University,Private Non-profit,Selective private,Four-year,MI,4,.31811652,.22196066
2316,Siena Heights University,Private Non-profit,Selective private,Four-year,MI,5,.31309566,.29036942
1290,Sierra College,Public,Two-year (public and private not-for-profit),Two-year,CA,1,.078219108,.15743536
1290,Sierra College,Public,Two-year (public and private not-for-profit),Two-year,CA,2,.13090612,.19429879
1290,Sierra College,Public,Two-year (public and private not-for-profit),Two-year,CA,3,.19649357,.204422
1290,Sierra College,Public,Two-year (public and private not-for-profit),Two-year,CA,4,.27486771,.24411248
1290,Sierra College,Public,Two-year (public and private not-for-profit),Two-year,CA,5,.31951341,.2819204
