super_opeid,name,type,tier,iclevel,state,parq,share,kq5_cond_parq
2076,Hood College,Private Non-profit,Selective private,Four-year,MD,2,.10754037,.34606251
2076,Hood College,Private Non-profit,Selective private,Four-year,MD,3,.16129661,.31246755
2076,Hood College,Private Non-profit,Selective private,Four-year,MD,4,.29728597,.25012106
2076,Hood College,Private Non-profit,Selective private,Four-year,MD,5,.36988312,.30658892
2273,Hope College,Private Non-profit,Selective private,Four-year,MI,1,.024616366,.21618286
2273,Hope College,Private Non-profit,Selective private,Four-year,MI,2,.055586904,.29291791
2273,Hope College,Private Non-profit,Selective private,Four-year,MI,3,.12638301,.31988072
2273,Hope College,Private Non-profit,Selective private,Four-year,MI,4,.27038535,.32871094
2273,Hope College,Private Non-profit,Selective private,Four-year,MI,5,.52302843,.39953217
4925,Horry - Georgetown Technical College,Public,Two-year (public and private not-for-profit),Two-year,SC,1,.23135164,.042830445
4925,Horry - Georgetown Technical College,Public,Two-year (public and private not-for-profit),Two-year,SC,2,.22608417,.085530393
4925,Horry - Georgetown Technical College,Public,Two-year (public and private not-for-profit),Two-year,SC,3,.21210556,.10056686
4925,Horry - Georgetown Technical College,Public,Two-year (public and private not-for-profit),Two-year,SC,4,.19532695,.11845527
4925,Horry - Georgetown Technical College,Public,Two-year (public and private not-for-profit),Two-year,SC,5,.13513166,.14272468
2734,Houghton College,Private Non-profit,Selective private,Four-year,NY,1,.067841403,.27980357
2734,Houghton College,Private Non-profit,Selective private,Four-year,NY,2,.13836832,.17293605
2734,Houghton College,Private Non-profit,Selective private,Four-year,NY,3,.20284586,.21421833
2734,Houghton College,Private Non-profit,Selective private,Four-year,NY,4,.26717725,.20930812
2734,Houghton College,Private Non-profit,Selective private,Four-year,NY,5,.32376707,.27305755
4513,Housatonic Community College,Public,Two-year (public and private not-for-profit),Two-year,CT,1,.16157107,.10076512
4513,Housatonic Community College,Public,Two-year (public and private not-for-profit),Two-year,CT,2,.199488,.10349967
4513,Housatonic Community College,Public,Two-year (public and private not-for-profit),Two-year,CT,3,.23025168,.13623239
4513,Housatonic Community College,Public,Two-year (public and private not-for-profit),Two-year,CT,4,.23153567,.26332343
4513,Housatonic Community College,Public,Two-year (public and private not-for-profit),Two-year,CT,5,.17715363,.23032603
3576,Houston Baptist University,Private Non-profit,Selective private,Four-year,TX,1,.089184508,.27280876
3576,Houston Baptist University,Private Non-profit,Selective private,Four-year,TX,2,.13546196,.31284219
3576,Houston Baptist University,Private Non-profit,Selective private,Four-year,TX,3,.15887552,.33205754
3576,Houston Baptist University,Private Non-profit,Selective private,Four-year,TX,4,.24318539,.36588439
3576,Houston Baptist University,Private Non-profit,Selective private,Four-year,TX,5,.37329257,.33235392
10633,Houston Community College,Public,Two-year (public and private not-for-profit),Two-year,TX,1,.21898758,.17777587
10633,Houston Community College,Public,Two-year (public and private not-for-profit),Two-year,TX,2,.25134006,.19068159
10633,Houston Community College,Public,Two-year (public and private not-for-profit),Two-year,TX,3,.20531721,.20716614
10633,Houston Community College,Public,Two-year (public and private not-for-profit),Two-year,TX,4,.15821117,.21328329
10633,Houston Community College,Public,Two-year (public and private not-for-profit),Two-year,TX,5,.16614385,.24397236
8175,Howard Community College,Public,Two-year (public and private not-for-profit),Two-year,MD,1,.077942275,.16524249
8175,Howard Community College,Public,Two-year (public and private not-for-profit),Two-year,MD,2,.12147333,.19441353
8175,Howard Community College,Public,Two-year (public and private not-for-profit),Two-year,MD,3,.15426826,.19438539
8175,Howard Community College,Public,Two-year (public and private not-for-profit),Two-year,MD,4,.22829062,.27264324
8175,Howard Community College,Public,Two-year (public and private not-for-profit),Two-year,MD,5,.41802552,.28662258
3574,Howard County Junior College District,Public,Two-year (public and private not-for-profit),Two-year,TX,1,.19020721,.17613864
3574,Howard County Junior College District,Public,Two-year (public and private not-for-profit),Two-year,TX,2,.23050578,.1431247
3574,Howard County Junior College District,Public,Two-year (public and private not-for-profit),Two-year,TX,3,.25218099,.21675117
3574,Howard County Junior College District,Public,Two-year (public and private not-for-profit),Two-year,TX,4,.22177677,.24939926
3574,Howard County Junior College District,Public,Two-year (public and private not-for-profit),Two-year,TX,5,.10532925,.20245855
3575,Howard Payne University,Private Non-profit,Selective private,Four-year,TX,1,.10496196,.2033717
3575,Howard Payne University,Private Non-profit,Selective private,Four-year,TX,2,.16232705,.20801178
3575,Howard Payne University,Private Non-profit,Selective private,Four-year,TX,3,.26721954,.22266947
3575,Howard Payne University,Private Non-profit,Selective private,Four-year,TX,4,.26284429,.22178417
3575,Howard Payne University,Private Non-profit,Selective private,Four-year,TX,5,.20264721,.27780694
1448,Howard University,Private Non-profit,Selective private,Four-year,DC,1,.10792967,.37098277
1448,Howard University,Private Non-profit,Selective private,Four-year,DC,2,.16418856,.35243496
1448,Howard University,Private Non-profit,Selective private,Four-year,DC,3,.20732972,.44817328
1448,Howard University,Private Non-profit,Selective private,Four-year,DC,4,.21908528,.45354119
1448,Howard University,Private Non-profit,Selective private,Four-year,DC,5,.3014667,.48138562
12954,Hudson County Community College,Public,Two-year (public and private not-for-profit),Two-year,NJ,1,.3626492,.10998089
12954,Hudson County Community College,Public,Two-year (public and private not-for-profit),Two-year,NJ,2,.30985361,.12214283
12954,Hudson County Community College,Public,Two-year (public and private not-for-profit),Two-year,NJ,3,.17162967,.13217281
12954,Hudson County Community College,Public,Two-year (public and private not-for-profit),Two-year,NJ,4,.097333744,.19125281
12954,Hudson County Community College,Public,Two-year (public and private not-for-profit),Two-year,NJ,5,.058533847,.26215443
2868,Hudson Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,1,.10901017,.15582024
2868,Hudson Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,2,.16582616,.18313545
2868,Hudson Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,3,.21607734,.20570737
2868,Hudson Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,4,.29314077,.26796439
2868,Hudson Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,5,.2159456,.31268343
1149,Humboldt State University,Public,Selective public,Four-year,CA,1,.088256046,.18423893
1149,Humboldt State University,Public,Selective public,Four-year,CA,2,.11586115,.16896199
1149,Humboldt State University,Public,Selective public,Four-year,CA,3,.15747538,.25653401
1149,Humboldt State University,Public,Selective public,Four-year,CA,4,.22739854,.25675228
1149,Humboldt State University,Public,Selective public,Four-year,CA,5,.41100883,.31072351
1019,Huntingdon College,Private Non-profit,Selective private,Four-year,AL,1,.059995335,.30534065
1019,Huntingdon College,Private Non-profit,Selective private,Four-year,AL,2,.13641115,.18354523
1019,Huntingdon College,Private Non-profit,Selective private,Four-year,AL,3,.19100927,.24314369
1019,Huntingdon College,Private Non-profit,Selective private,Four-year,AL,4,.27374539,.25253722
1019,Huntingdon College,Private Non-profit,Selective private,Four-year,AL,5,.33883885,.26098081
1803,Huntington University,Private Non-profit,Selective private,Four-year,IN,1,.031823222,.17305252
1803,Huntington University,Private Non-profit,Selective private,Four-year,IN,2,.14095315,.15141702
1803,Huntington University,Private Non-profit,Selective private,Four-year,IN,3,.27771142,.1897933
1803,Huntington University,Private Non-profit,Selective private,Four-year,IN,4,.31037843,.20884809
1803,Huntington University,Private Non-profit,Selective private,Four-year,IN,5,.23913376,.12163594
2043,Husson University,Private Non-profit,Selective private,Four-year,ME,1,.13390735,.14639649
2043,Husson University,Private Non-profit,Selective private,Four-year,ME,2,.20052089,.18070419
2043,Husson University,Private Non-profit,Selective private,Four-year,ME,3,.28494591,.24703845
2043,Husson University,Private Non-profit,Selective private,Four-year,ME,4,.2677474,.22086538
2043,Husson University,Private Non-profit,Selective private,Four-year,ME,5,.11287837,.2710472
1923,Hutchinson Community College,Public,Two-year (public and private not-for-profit),Two-year,KS,1,.10411154,.089671925
1923,Hutchinson Community College,Public,Two-year (public and private not-for-profit),Two-year,KS,2,.18176953,.14691097
1923,Hutchinson Community College,Public,Two-year (public and private not-for-profit),Two-year,KS,3,.29195398,.16066577
1923,Hutchinson Community College,Public,Two-year (public and private not-for-profit),Two-year,KS,4,.29538128,.22084878
1923,Hutchinson Community College,Public,Two-year (public and private not-for-profit),Two-year,KS,5,.12678364,.24174228
30063,IBMC College,Private For-profit,Two-year for-profit,Two-year,CO,1,.20859173,.024782011
30063,IBMC College,Private For-profit,Two-year for-profit,Two-year,CO,2,.21548317,.046872694
30063,IBMC College,Private For-profit,Two-year for-profit,Two-year,CO,3,.24095316,.050075825
30063,IBMC College,Private For-profit,Two-year for-profit,Two-year,CO,4,.22337615,.1460046
30063,IBMC College,Private For-profit,Two-year for-profit,Two-year,CO,5,.11159568,.283223
21662,ITI Technical College,Private For-profit,Two-year for-profit,Two-year,LA,1,.20257363,.40163651
21662,ITI Technical College,Private For-profit,Two-year for-profit,Two-year,LA,2,.21146592,.35645583
21662,ITI Technical College,Private For-profit,Two-year for-profit,Two-year,LA,3,.19340979,.51988441
21662,ITI Technical College,Private For-profit,Two-year for-profit,Two-year,LA,4,.19887425,.48812899
21662,ITI Technical College,Private For-profit,Two-year for-profit,Two-year,LA,5,.1936765,.68163747
94,ITT Technical Institute,Private For-profit,Four-year for-profit,Four-year,IN,1,.19454643,.18680421
94,ITT Technical Institute,Private For-profit,Four-year for-profit,Four-year,IN,2,.24163291,.20575008
94,ITT Technical Institute,Private For-profit,Four-year for-profit,Four-year,IN,3,.23998652,.23128229
94,ITT Technical Institute,Private For-profit,Four-year for-profit,Four-year,IN,4,.20959161,.27716264
94,ITT Technical Institute,Private For-profit,Four-year for-profit,Four-year,IN,5,.11424254,.30793074
1620,Idaho State University,Public,Selective public,Four-year,ID,1,.088939138,.1347319
1620,Idaho State University,Public,Selective public,Four-year,ID,2,.1554957,.18520683
1620,Idaho State University,Public,Selective public,Four-year,ID,3,.27211729,.21475227
1620,Idaho State University,Public,Selective public,Four-year,ID,4,.3149142,.23217846
1620,Idaho State University,Public,Selective public,Four-year,ID,5,.16853359,.233137
98,Illinois And Ohio Center For Broadcasting,Private For-profit,Less than two-year schools of any type,Less than Two-year,CO,1,.16603237,.0419279
98,Illinois And Ohio Center For Broadcasting,Private For-profit,Less than two-year schools of any type,Less than Two-year,CO,2,.18299067,.052253116
98,Illinois And Ohio Center For Broadcasting,Private For-profit,Less than two-year schools of any type,Less than Two-year,CO,3,.20763783,.030318378
98,Illinois And Ohio Center For Broadcasting,Private For-profit,Less than two-year schools of any type,Less than Two-year,CO,4,.27783346,.05017028
98,Illinois And Ohio Center For Broadcasting,Private For-profit,Less than two-year schools of any type,Less than Two-year,CO,5,.16550574,.074363165
6753,Illinois Central College,Public,Two-year (public and private not-for-profit),Two-year,IL,1,.080327496,.12416215
6753,Illinois Central College,Public,Two-year (public and private not-for-profit),Two-year,IL,2,.12134734,.15400892
6753,Illinois Central College,Public,Two-year (public and private not-for-profit),Two-year,IL,3,.20179638,.19447622
6753,Illinois Central College,Public,Two-year (public and private not-for-profit),Two-year,IL,4,.3383247,.21214139
6753,Illinois Central College,Public,Two-year (public and private not-for-profit),Two-year,IL,5,.25820395,.24393982
1688,Illinois College,Private Non-profit,Selective private,Four-year,IL,1,.058748573,.24131669
1688,Illinois College,Private Non-profit,Selective private,Four-year,IL,2,.14034358,.28061432
1688,Illinois College,Private Non-profit,Selective private,Four-year,IL,3,.22119534,.31119099
1688,Illinois College,Private Non-profit,Selective private,Four-year,IL,4,.31147978,.24749988
1688,Illinois College,Private Non-profit,Selective private,Four-year,IL,5,.26823276,.36104649
1742,Illinois Eastern Community Colleges - Olney Central College,Public,Two-year (public and private not-for-profit),Two-year,IL,1,.16876051,.081089891
1742,Illinois Eastern Community Colleges - Olney Central College,Public,Two-year (public and private not-for-profit),Two-year,IL,2,.20335403,.11091156
1742,Illinois Eastern Community Colleges - Olney Central College,Public,Two-year (public and private not-for-profit),Two-year,IL,3,.30538842,.15953159
1742,Illinois Eastern Community Colleges - Olney Central College,Public,Two-year (public and private not-for-profit),Two-year,IL,4,.23527676,.21744248
1742,Illinois Eastern Community Colleges - Olney Central College,Public,Two-year (public and private not-for-profit),Two-year,IL,5,.087220371,.23566547
12584,Illinois Institute Of Art ,Private For-profit,Four-year for-profit,Four-year,IL,1,.10170621,.11181894
12584,Illinois Institute Of Art ,Private For-profit,Four-year for-profit,Four-year,IL,2,.15266015,.16953917
12584,Illinois Institute Of Art ,Private For-profit,Four-year for-profit,Four-year,IL,3,.19285345,.1970038
12584,Illinois Institute Of Art ,Private For-profit,Four-year for-profit,Four-year,IL,4,.25851479,.2310683
12584,Illinois Institute Of Art ,Private For-profit,Four-year for-profit,Four-year,IL,5,.29426536,.29074618
1691,Illinois Institute Of Technology,Private Non-profit,Highly selective private,Four-year,IL,1,.060009461,.60558742
1691,Illinois Institute Of Technology,Private Non-profit,Highly selective private,Four-year,IL,2,.10994983,.63644344
1691,Illinois Institute Of Technology,Private Non-profit,Highly selective private,Four-year,IL,3,.2050209,.59919232
1691,Illinois Institute Of Technology,Private Non-profit,Highly selective private,Four-year,IL,4,.28934488,.67635417
1691,Illinois Institute Of Technology,Private Non-profit,Highly selective private,Four-year,IL,5,.33567494,.71717072
30998,Illinois School Of Health Careers,Private For-profit,Less than two-year schools of any type,Less than Two-year,IL,1,.32546595,.051881213
30998,Illinois School Of Health Careers,Private For-profit,Less than two-year schools of any type,Less than Two-year,IL,2,.31958625,.032638188
30998,Illinois School Of Health Careers,Private For-profit,Less than two-year schools of any type,Less than Two-year,IL,3,.22989227,.067634694
30998,Illinois School Of Health Careers,Private For-profit,Less than two-year schools of any type,Less than Two-year,IL,4,.079312101,.015968295
30998,Illinois School Of Health Careers,Private For-profit,Less than two-year schools of any type,Less than Two-year,IL,5,.045743499,.39289474
1692,Illinois State University,Public,Selective public,Four-year,IL,1,.032154523,.33602929
1692,Illinois State University,Public,Selective public,Four-year,IL,2,.068788812,.3353667
1692,Illinois State University,Public,Selective public,Four-year,IL,3,.13637893,.3822296
1692,Illinois State University,Public,Selective public,Four-year,IL,4,.29028532,.37809542
1692,Illinois State University,Public,Selective public,Four-year,IL,5,.47239238,.43063641
1705,Illinois Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,1,.098997556,.09357971
1705,Illinois Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,2,.15689775,.13902627
1705,Illinois Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,3,.25569391,.17480142
1705,Illinois Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,4,.32191655,.22295044
1705,Illinois Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,5,.16649422,.31859931
1696,Illinois Wesleyan University,Private Non-profit,Highly selective private,Four-year,IL,1,.019974636,.53914982
1696,Illinois Wesleyan University,Private Non-profit,Highly selective private,Four-year,IL,2,.042185985,.54559946
1696,Illinois Wesleyan University,Private Non-profit,Highly selective private,Four-year,IL,3,.11905369,.47230169
1696,Illinois Wesleyan University,Private Non-profit,Highly selective private,Four-year,IL,4,.23489067,.48479697
1696,Illinois Wesleyan University,Private Non-profit,Highly selective private,Four-year,IL,5,.58389509,.5527572
3276,Immaculata University,Private Non-profit,Selective private,Four-year,PA,1,.057326242,.13960819
3276,Immaculata University,Private Non-profit,Selective private,Four-year,PA,2,.098307878,.36131126
3276,Immaculata University,Private Non-profit,Selective private,Four-year,PA,3,.1603512,.29929939
3276,Immaculata University,Private Non-profit,Selective private,Four-year,PA,4,.3354331,.31126606
3276,Immaculata University,Private Non-profit,Selective private,Four-year,PA,5,.34858164,.28699213
1214,Imperial Valley College,Public,Two-year (public and private not-for-profit),Two-year,CA,1,.35884327,.13431495
1214,Imperial Valley College,Public,Two-year (public and private not-for-profit),Two-year,CA,2,.26467901,.17155245
1214,Imperial Valley College,Public,Two-year (public and private not-for-profit),Two-year,CA,3,.17494386,.20914283
1214,Imperial Valley College,Public,Two-year (public and private not-for-profit),Two-year,CA,4,.12878957,.2307281
1214,Imperial Valley College,Public,Two-year (public and private not-for-profit),Two-year,CA,5,.072744295,.30797243
1924,Independence Community College,Public,Two-year (public and private not-for-profit),Two-year,KS,1,.20309564,.047942203
1924,Independence Community College,Public,Two-year (public and private not-for-profit),Two-year,KS,2,.27736241,.13322122
1924,Independence Community College,Public,Two-year (public and private not-for-profit),Two-year,KS,3,.20903179,.10026331
1924,Independence Community College,Public,Two-year (public and private not-for-profit),Two-year,KS,4,.19495256,.27412167
1924,Independence Community College,Public,Two-year (public and private not-for-profit),Two-year,KS,5,.1155577,.17942892
8403,Indian Hills Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,1,.13732439,.092958748
8403,Indian Hills Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,2,.21202713,.16737096
8403,Indian Hills Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,3,.31324312,.16654478
8403,Indian Hills Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,4,.24599108,.23643939
8403,Indian Hills Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,5,.091414221,.3065654
1493,Indian River State College,Public,Nonselective four-year public,Four-year,FL,1,.1894791,.10075696
1493,Indian River State College,Public,Nonselective four-year public,Four-year,FL,2,.23013857,.10920975
1493,Indian River State College,Public,Nonselective four-year public,Four-year,FL,3,.23081081,.13530961
1493,Indian River State College,Public,Nonselective four-year public,Four-year,FL,4,.20449758,.16981339
1493,Indian River State College,Public,Nonselective four-year public,Four-year,FL,5,.14507385,.18705493
1805,Indiana Institute Of Technology,Private Non-profit,Selective private,Four-year,IN,1,.1040217,.12347483
1805,Indiana Institute Of Technology,Private Non-profit,Selective private,Four-year,IN,2,.16274402,.24765483
1805,Indiana Institute Of Technology,Private Non-profit,Selective private,Four-year,IN,3,.28812999,.26800883
1805,Indiana Institute Of Technology,Private Non-profit,Selective private,Four-year,IN,4,.26847586,.34900826
1805,Indiana Institute Of Technology,Private Non-profit,Selective private,Four-year,IN,5,.17662835,.45380732
1807,Indiana State University,Public,Selective public,Four-year,IN,1,.067021549,.1595301
1807,Indiana State University,Public,Selective public,Four-year,IN,2,.13237934,.17197755
1807,Indiana State University,Public,Selective public,Four-year,IN,3,.22014669,.2088161
1807,Indiana State University,Public,Selective public,Four-year,IN,4,.31880045,.24637894
1807,Indiana State University,Public,Selective public,Four-year,IN,5,.26165208,.29363576
3277,Indiana University Of Pennsylvania,Public,Selective public,Four-year,PA,1,.085638985,.16624457
3277,Indiana University Of Pennsylvania,Public,Selective public,Four-year,PA,2,.13793814,.20114474
3277,Indiana University Of Pennsylvania,Public,Selective public,Four-year,PA,3,.24472174,.24362437
3277,Indiana University Of Pennsylvania,Public,Selective public,Four-year,PA,4,.28903782,.28068742
3277,Indiana University Of Pennsylvania,Public,Selective public,Four-year,PA,5,.24266335,.31382331
95,Indiana University System,Public,Selective public,Four-year,IN,1,.052903257,.17423254
95,Indiana University System,Public,Selective public,Four-year,IN,2,.099319384,.20406379
95,Indiana University System,Public,Selective public,Four-year,IN,3,.15951565,.23317368
95,Indiana University System,Public,Selective public,Four-year,IN,4,.26828796,.2817018
95,Indiana University System,Public,Selective public,Four-year,IN,5,.41997385,.40138081
21283,Institute For Business & Technology,Private For-profit,Less than two-year schools of any type,Less than Two-year,TX,1,.2493286,.054655585
21283,Institute For Business & Technology,Private For-profit,Less than two-year schools of any type,Less than Two-year,TX,2,.23712347,.067956641
21283,Institute For Business & Technology,Private For-profit,Less than two-year schools of any type,Less than Two-year,TX,3,.24028024,.26546127
21283,Institute For Business & Technology,Private For-profit,Less than two-year schools of any type,Less than Two-year,TX,4,.15541628,.13784894
21283,Institute For Business & Technology,Private For-profit,Less than two-year schools of any type,Less than Two-year,TX,5,.11785145,.20928432
22949,Institute Of Audio Research,Private For-profit,Less than two-year schools of any type,Less than Two-year,NY,1,.18689361,.11021738
22949,Institute Of Audio Research,Private For-profit,Less than two-year schools of any type,Less than Two-year,NY,2,.28092667,.15057234
22949,Institute Of Audio Research,Private For-profit,Less than two-year schools of any type,Less than Two-year,NY,3,.18889555,.11795867
22949,Institute Of Audio Research,Private For-profit,Less than two-year schools of any type,Less than Two-year,NY,4,.19339657,.20486654
22949,Institute Of Audio Research,Private For-profit,Less than two-year schools of any type,Less than Two-year,NY,5,.14988762,.17354652
41302,Institute Of Production And Recording ,Private For-profit,Two-year for-profit,Two-year,MN,1,.088216104,.032012623
41302,Institute Of Production And Recording ,Private For-profit,Two-year for-profit,Two-year,MN,2,.14132746,.076585755
41302,Institute Of Production And Recording ,Private For-profit,Two-year for-profit,Two-year,MN,3,.23671401,.10904183
41302,Institute Of Production And Recording ,Private For-profit,Two-year for-profit,Two-year,MN,4,.25551841,.15806063
41302,Institute Of Production And Recording ,Private For-profit,Two-year for-profit,Two-year,MN,5,.27822411,.097747482
22843,Interactive College Of Technology,Private For-profit,Two-year for-profit,Two-year,GA,1,.38550538,.043150879
22843,Interactive College Of Technology,Private For-profit,Two-year for-profit,Two-year,GA,2,.34028259,.042231839
22843,Interactive College Of Technology,Private For-profit,Two-year for-profit,Two-year,GA,3,.16135754,.060235504
22843,Interactive College Of Technology,Private For-profit,Two-year for-profit,Two-year,GA,4,.074068792,.057536356
22843,Interactive College Of Technology,Private For-profit,Two-year for-profit,Two-year,GA,5,.038785838,.44490302
25594,Intercoast Colleges,Private For-profit,Less than two-year schools of any type,Less than Two-year,ME,1,.38964942,.069678038
25594,Intercoast Colleges,Private For-profit,Less than two-year schools of any type,Less than Two-year,ME,2,.26216018,.047377549
25594,Intercoast Colleges,Private For-profit,Less than two-year schools of any type,Less than Two-year,ME,3,.17842132,.067548886
25594,Intercoast Colleges,Private For-profit,Less than two-year schools of any type,Less than Two-year,ME,4,.12488659,.013422861
25594,Intercoast Colleges,Private For-profit,Less than two-year schools of any type,Less than Two-year,ME,5,.044882439,.13754922
21603,"International Academy Of Design And Technology of Chicago, IL",Private For-profit,Four-year for-profit,Four-year,IL,1,.21306758,.069461353
21603,"International Academy Of Design And Technology of Chicago, IL",Private For-profit,Four-year for-profit,Four-year,IL,2,.24177749,.078993976
21603,"International Academy Of Design And Technology of Chicago, IL",Private For-profit,Four-year for-profit,Four-year,IL,3,.21642439,.10078074
21603,"International Academy Of Design And Technology of Chicago, IL",Private For-profit,Four-year for-profit,Four-year,IL,4,.19486625,.17781129
21603,"International Academy Of Design And Technology of Chicago, IL",Private For-profit,Four-year for-profit,Four-year,IL,5,.13386428,.18573903
30314,"International Academy Of Design And Technology of Orlando, FL",Private For-profit,Two-year for-profit,Two-year,FL,1,.22000612,.077186085
30314,"International Academy Of Design And Technology of Orlando, FL",Private For-profit,Two-year for-profit,Two-year,FL,2,.23615807,.10305361
30314,"International Academy Of Design And Technology of Orlando, FL",Private For-profit,Two-year for-profit,Two-year,FL,3,.23697552,.10505726
30314,"International Academy Of Design And Technology of Orlando, FL",Private For-profit,Two-year for-profit,Two-year,FL,4,.17600542,.12926272
30314,"International Academy Of Design And Technology of Orlando, FL",Private For-profit,Two-year for-profit,Two-year,FL,5,.13085487,.16070294
4579,"International Business College of Fort Wayne, IN",Private For-profit,Two-year for-profit,Two-year,IN,1,.083520837,.038254958
4579,"International Business College of Fort Wayne, IN",Private For-profit,Two-year for-profit,Two-year,IN,2,.1987443,.050768863
4579,"International Business College of Fort Wayne, IN",Private For-profit,Two-year for-profit,Two-year,IN,3,.3278372,.095750168
4579,"International Business College of Fort Wayne, IN",Private For-profit,Two-year for-profit,Two-year,IN,4,.27268225,.073698699
4579,"International Business College of Fort Wayne, IN",Private For-profit,Two-year for-profit,Two-year,IN,5,.11721547,.087631397
33953,International Career Development Center,Private For-profit,Two-year for-profit,Two-year,CA,1,.46069685,.02749576
33953,International Career Development Center,Private For-profit,Two-year for-profit,Two-year,CA,2,.31994748,.0069189849
33953,International Career Development Center,Private For-profit,Two-year for-profit,Two-year,CA,3,.14132762,.053809397
33953,International Career Development Center,Private For-profit,Two-year for-profit,Two-year,CA,4,.050474547,.056448415
33953,International Career Development Center,Private For-profit,Two-year for-profit,Two-year,CA,5,.027553517,.21135879
2737,Iona College,Private Non-profit,Selective private,Four-year,NY,1,.077935554,.39170805
2737,Iona College,Private Non-profit,Selective private,Four-year,NY,2,.12130226,.40785021
2737,Iona College,Private Non-profit,Selective private,Four-year,NY,3,.1660331,.47532231
2737,Iona College,Private Non-profit,Selective private,Four-year,NY,4,.22357732,.52180231
2737,Iona College,Private Non-profit,Selective private,Four-year,NY,5,.41115177,.564412
1865,Iowa Central Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,1,.11202067,.10775933
1865,Iowa Central Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,2,.19892961,.15749338
1865,Iowa Central Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,3,.30546969,.146256
1865,Iowa Central Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,4,.27676284,.1914501
1865,Iowa Central Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,5,.10681719,.20709589
1864,Iowa Lakes Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,1,.11723371,.082807265
1864,Iowa Lakes Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,2,.23588011,.12849626
1864,Iowa Lakes Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,3,.35280055,.13519298
1864,Iowa Lakes Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,4,.22619991,.17489405
1864,Iowa Lakes Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,5,.067885749,.1588244
1869,Iowa State University Of Science & Technology,Public,Selective public,Four-year,IA,1,.03684026,.35569319
1869,Iowa State University Of Science & Technology,Public,Selective public,Four-year,IA,2,.09978275,.38423395
1869,Iowa State University Of Science & Technology,Public,Selective public,Four-year,IA,3,.20339432,.39364275
1869,Iowa State University Of Science & Technology,Public,Selective public,Four-year,IA,4,.29366642,.4416827
1869,Iowa State University Of Science & Technology,Public,Selective public,Four-year,IA,5,.36631617,.52731389
4598,Iowa Western Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,1,.10256921,.091340348
4598,Iowa Western Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,2,.17447315,.12587751
4598,Iowa Western Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,3,.28854817,.14058016
4598,Iowa Western Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,4,.28832549,.20360783
4598,Iowa Western Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,5,.14608397,.23955248
25395,Irvine Valley College,Public,Two-year (public and private not-for-profit),Two-year,CA,1,.11972666,.19612674
25395,Irvine Valley College,Public,Two-year (public and private not-for-profit),Two-year,CA,2,.15892126,.24289215
25395,Irvine Valley College,Public,Two-year (public and private not-for-profit),Two-year,CA,3,.17303385,.2182589
25395,Irvine Valley College,Public,Two-year (public and private not-for-profit),Two-year,CA,4,.20921761,.2487451
25395,Irvine Valley College,Public,Two-year (public and private not-for-profit),Two-year,CA,5,.33910048,.28184095
2934,Isothermal Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,1,.14585254,.068485297
2934,Isothermal Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,2,.27060169,.088311337
2934,Isothermal Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,3,.28061017,.081236199
2934,Isothermal Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,4,.21666262,.12406185
2934,Isothermal Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,5,.086273067,.13975625
2409,Itawamba Community College,Public,Two-year (public and private not-for-profit),Two-year,MS,1,.23893005,.056312531
2409,Itawamba Community College,Public,Two-year (public and private not-for-profit),Two-year,MS,2,.24790181,.099465281
2409,Itawamba Community College,Public,Two-year (public and private not-for-profit),Two-year,MS,3,.23084109,.15221635
